,Unnamed: 0,Unnamed: 0.1,Date,Open,High,Low,Close,Adj Close,Volume,gainORloss
51,51,51,2018-06-20,63.540001000000004,63.57,62.630001,62.790001000000004,61.326972999999995,4942100,2.0116260389930556
52,52,52,2018-06-21,62.810001,63.220001,62.27,63.040001000000004,61.571144,4319400,1.9960342640222992
53,53,53,2018-06-22,63.580002,63.689999,62.73,62.790001000000004,61.326972999999995,2893800,2.003981525657246
54,54,54,2018-06-25,62.459998999999996,62.689999,60.799999,61.200001,59.77402900000001,2426800,2.0259803917323467
55,55,55,2018-06-26,61.23,62.32,61.02,61.98,60.53584300000001,3655600,1.9874153113907713
56,56,56,2018-06-27,62.259997999999996,63.0,61.099998,61.139998999999996,59.71541600000001,2025800,2.013738976345093
57,57,57,2018-06-28,61.130001,61.639998999999996,60.419998,61.290001000000004,59.861923,1564100,1.997552586106174
58,58,58,2018-06-29,61.68,62.470001,61.57,61.84,60.399108999999996,1913800,1.991106096377749
59,59,59,2018-07-02,61.360001000000004,61.48,60.790001000000004,61.470001,60.182735,1526500,2.006019179989927
60,60,60,2018-07-03,61.93,62.09,61.060001,61.25,59.967346,864400,2.0035918530612244
61,61,61,2018-07-05,61.48,61.889998999999996,60.91,61.799999,60.50582900000001,2247500,1.9911003396618179
62,62,62,2018-07-06,61.919998,62.400002,61.650002,62.290001000000004,60.98556899999999,2269700,1.9921335368095434
63,63,63,2018-07-09,62.43,63.32,62.43,63.119999,61.798191,1508600,1.9868504750768452
64,64,64,2018-07-10,63.369999,63.740002000000004,63.07,63.669998,62.336666,1924400,1.9913617242456958
65,65,65,2018-07-11,62.59,63.279999,62.59,62.860001000000004,61.543629,1780500,2.012885729989091
66,66,66,2018-07-12,63.330002,63.779999,63.290001000000004,63.450001,62.121272999999995,1748100,1.9907013397840607
67,67,67,2018-07-13,63.52,63.830002,63.209998999999996,63.380001,62.052742,963700,2.0011044493356827
68,68,68,2018-07-16,63.23,63.23,62.630001,62.720001,61.406567,929300,2.010522959015897
69,69,69,2018-07-17,62.52,63.259997999999996,62.150002,63.040001000000004,61.71985600000001,1469800,1.9949238579485429
70,70,70,2018-07-18,63.029999,63.23,62.75,62.990002000000004,61.670906,1202300,2.000793760889228
71,71,71,2018-07-19,63.610001000000004,64.650002,63.400002,64.150002,62.806614,1726700,1.9819173817017184
72,72,72,2018-07-20,63.830002,64.33000200000001,63.68,63.849998,62.512901,1619900,2.004698574931827
73,73,73,2018-07-23,63.700001,64.0,63.369999,63.720001,62.385628000000004,1417500,2.0020401286559926
74,74,74,2018-07-24,63.939999,65.349998,63.689999,64.790001,63.433216,2454400,1.9834851059810912
75,75,75,2018-07-25,65.139999,66.040001,64.839996,65.959999,64.578712,2925800,1.9822620070082173
76,76,76,2018-07-26,66.0,66.83000200000001,65.82,66.75,65.35218,2583500,1.988164779026217
77,77,77,2018-07-27,66.650002,66.769997,65.360001,65.75,64.3731,2638900,2.0152091254752853
78,78,78,2018-07-30,65.870003,66.07,64.510002,64.629997,63.276557999999994,1601200,2.0173294608074945
79,79,79,2018-07-31,64.93,66.690002,64.540001,66.040001,64.657043,2539200,1.9786492432064018
80,80,80,2018-08-01,65.839996,66.16999799999999,64.629997,64.980003,63.619232,2679200,2.016312680071745
81,81,81,2018-08-02,64.75,65.389999,64.5,65.290001,63.922748999999996,2263200,1.9952519835311382
82,82,82,2018-08-03,65.5,65.790001,64.959999,65.730003,64.353539,1857300,1.993305918455534
83,83,83,2018-08-06,65.699997,66.660004,65.33000200000001,66.510002,65.117188,2873100,1.9882724556225393
84,84,84,2018-08-07,66.83000200000001,67.940002,66.629997,67.660004,66.243126,2829000,1.983003222997149
85,85,85,2018-08-08,67.739998,68.150002,67.339996,67.379997,65.968979,1681900,2.0041556398407083
86,86,86,2018-08-09,67.480003,67.620003,66.610001,66.690002,65.29342700000001,1727800,2.0103463034833915
87,87,87,2018-08-10,66.82,66.870003,65.93,66.260002,64.872421,2165900,2.0064895862816305
88,88,88,2018-08-13,66.440002,66.989998,65.66999799999999,65.940002,64.559128,2983100,2.0048528964254504
89,89,89,2018-08-14,66.050003,67.260002,66.050003,66.75,65.35218,3110100,1.9878651985018725
90,90,90,2018-08-15,65.940002,66.389999,64.220001,64.730003,63.37446600000001,6071500,2.0312065024931334
91,91,91,2018-08-16,65.040001,65.66999799999999,64.809998,65.5,64.128334,3149500,1.9882443206106872
92,92,92,2018-08-17,65.480003,65.480003,64.279999,64.660004,63.305939,2449200,2.012990967337398
93,93,93,2018-08-20,64.57,65.110001,64.459999,64.470001,63.119923,1619900,2.0029471536691923
94,94,94,2018-08-21,64.739998,65.400002,64.620003,64.93,63.570271,2982800,1.9929154628060988
95,95,95,2018-08-22,64.739998,65.870003,64.550003,65.650002,64.2752,2565600,1.989032719298318
96,96,96,2018-08-23,65.690002,65.989998,65.529999,65.690002,64.314369,2287700,1.999391079330459
97,97,97,2018-08-24,65.739998,66.260002,65.589996,65.980003,64.598297,1904200,1.9956047137494068
98,98,98,2018-08-27,66.33000200000001,66.349998,65.860001,66.08000200000001,64.696205,1158800,1.9984866979876903
99,99,99,2018-08-28,66.410004,67.300003,66.349998,66.690002,65.29342700000001,2284300,1.9908532016538254
100,100,100,2018-08-29,66.690002,67.279999,66.400002,67.010002,65.606735,1852100,1.9952245934868051
101,101,101,2018-08-30,67.0,67.650002,66.860001,67.260002,65.851486,2246300,1.996283080693337
102,102,102,2018-08-31,67.139999,67.550003,67.050003,67.540001,66.125626,1582400,1.9958543234253134
103,103,103,2018-09-04,67.339996,67.559998,66.849998,67.269997,65.861267,1728000,2.0040137358709855
104,104,104,2018-09-05,67.279999,67.400002,66.760002,66.959999,65.557755,1859600,2.0046295998301913
105,105,105,2018-09-06,67.0,67.550003,66.83000200000001,67.360001,65.949402,1031500,1.9940617281166608
106,106,106,2018-09-07,67.150002,67.83000200000001,67.029999,67.400002,65.988556,1585500,1.9994065133707264
107,107,107,2018-09-10,67.82,68.410004,67.720001,67.93,66.50747700000001,2065700,1.9921978801707638
108,108,108,2018-09-11,67.699997,68.059998,67.489998,67.620003,66.20395699999999,1676700,2.0045843979036797
109,109,109,2018-09-12,67.599998,68.010002,67.25,67.910004,66.487877,1125400,1.9957296276996246
110,110,110,2018-09-13,68.099998,69.660004,67.989998,69.33000200000001,67.878136,2495000,1.9795182755079104
111,111,111,2018-09-14,69.279999,69.410004,68.559998,68.849998,67.408188,1461100,2.0069717358597456
112,112,112,2018-09-17,69.639999,69.660004,69.0,69.08000200000001,67.63336899999999,1816600,1.9966704691178208
113,113,113,2018-09-18,69.099998,69.269997,68.410004,68.93,67.486519,1780400,2.0021761497171044
114,114,114,2018-09-19,69.040001,69.639999,68.879997,69.559998,68.103325,1183400,1.9909430992220563
115,115,115,2018-09-20,69.730003,71.160004,69.699997,71.129997,69.64044200000001,2865600,1.9779277510724484
116,116,116,2018-09-21,71.43,71.459999,70.559998,70.720001,69.239029,3119700,2.0057974546691537
117,117,117,2018-09-24,70.68,70.68,69.699997,69.949997,68.485138,2333600,2.0110079204149214
118,118,118,2018-09-25,70.16999799999999,70.83000200000002,69.910004,70.379997,68.906151,2090200,1.9938903094866571
119,119,119,2018-09-26,70.57,70.989998,70.050003,70.33000200000001,68.85719300000001,1830300,2.000710863053864
120,120,120,2018-09-27,70.58000200000002,70.849998,70.099998,70.800003,69.317352,1581700,1.9933615680778998
121,121,121,2018-09-28,70.690002,71.0,70.459999,70.540001,69.06280500000001,2248100,2.0036858802993214
122,122,122,2018-10-01,70.68,71.58000200000002,70.650002,71.260002,69.915398,2837500,1.9898961411760836
123,123,123,2018-10-02,71.239998,71.730003,70.980003,71.68,70.327469,2617500,1.9941406529017853
124,124,124,2018-10-03,71.68,72.370003,71.599998,72.120003,70.759178,3203100,1.9938990157834575
125,125,125,2018-10-04,71.91999799999998,72.129997,70.480003,70.660004,69.326729,2961800,2.0206623113126345
126,126,126,2018-10-05,70.66999799999998,71.18,69.449997,70.300003,68.973518,2376800,2.0051209243902877
127,127,127,2018-10-08,69.959999,70.050003,68.970001,69.5,68.188622,2179400,2.0115108345323742
128,128,128,2018-10-09,69.339996,69.629997,68.709999,69.410004,68.10030400000001,2179200,2.001296585431691
129,129,129,2018-10-10,69.410004,69.410004,66.610001,66.66999799999999,65.41201,3055700,2.0410980363311246
130,130,130,2018-10-11,66.639999,66.970001,64.620003,64.889999,63.665592000000004,3624200,2.027431022151811
131,131,131,2018-10-12,66.099998,67.029999,65.300003,66.239998,64.990128,3669500,1.9796195796986589
132,132,132,2018-10-15,65.91999799999999,66.349998,65.360001,65.629997,64.391632,1602800,2.0092945456023714
133,133,133,2018-10-16,66.25,67.57,65.989998,67.459999,66.18710300000001,1868300,1.972872783469801
134,134,134,2018-10-17,67.16999799999999,67.459999,66.309998,67.199997,65.932007,1991200,2.003869077553679
135,135,135,2018-10-18,67.120003,67.199997,65.260002,65.75,64.509361,2327300,2.022053186311787
136,136,136,2018-10-19,65.809998,66.239998,64.239998,64.470001,63.25353199999999,2418300,2.0198541799309107
137,137,137,2018-10-22,64.690002,64.839996,63.540001000000004,64.279999,63.067108,2227900,2.0029558494548203
138,138,138,2018-10-23,62.82,63.130001,61.380001,62.73,61.546352,4219800,2.024709054678782
139,139,139,2018-10-24,62.919998,63.759997999999996,61.009997999999996,61.130001,59.976547,3481200,2.026173711333654
140,140,140,2018-10-25,61.490002000000004,62.889998999999996,61.07,62.610001000000004,61.42861600000001,3318300,1.976361603955253
141,141,141,2018-10-26,61.82,63.110001000000004,61.130001,62.73,61.546352,3119900,1.9980870556352623
142,142,142,2018-10-29,63.650002,64.16999799999999,61.130001,62.080002,60.908611,2919900,2.01047032827093
143,143,143,2018-10-30,62.349998,63.720001,61.68,63.639998999999996,62.439186,3076700,1.9754871617769825
144,144,144,2018-10-31,64.349998,65.980003,64.190002,64.790001,63.567482,3820700,1.98225031668081
145,145,145,2018-11-01,65.07,65.339996,64.58000200000001,65.220001,63.989368000000006,1882400,1.9934069304905406
146,146,146,2018-11-02,65.800003,66.610001,65.440002,65.93,64.68596600000001,2272100,1.9892310177460941
147,147,147,2018-11-05,66.029999,66.389999,65.230003,65.910004,64.666359,2348700,2.0003033833831965
148,148,148,2018-11-06,66.040001,66.41999799999999,65.66999799999999,65.980003,64.735046,2287300,1.9989390876505417
149,149,149,2018-11-07,66.510002,68.379997,66.279999,68.260002,66.972008,2700600,1.9665983162438232
150,150,150,2018-11-08,67.989998,68.360001,67.379997,67.790001,66.510887,2444600,2.006933190633822
151,151,151,2018-11-09,67.599998,67.760002,66.699997,67.269997,66.000679,2573500,2.0077301029164607
152,152,152,2018-11-12,66.160004,66.25,64.449997,64.5,63.282959,3000000,2.0429456899224805
153,153,153,2018-11-13,64.589996,65.470001,63.939999,64.339996,63.125977,2216500,2.0024868512581193
154,154,154,2018-11-14,64.639999,64.839996,63.279999,63.470001,62.272392,4852600,2.0137071842806495
155,155,155,2018-11-15,63.32,64.949997,62.540001000000004,64.720001,63.49880600000001,3846100,1.980686032436866
156,156,156,2018-11-16,64.379997,65.599998,64.379997,64.989998,63.763706000000006,2963300,1.9958455607276675
157,157,157,2018-11-19,64.66999799999999,64.959999,62.400002,62.610001000000004,61.42861600000001,3392100,2.0380130484265604
158,158,158,2018-11-20,66.25,68.43,64.93,67.519997,66.245964,8187200,1.9272808616979056
159,159,159,2018-11-21,67.660004,68.66999799999999,67.190002,67.720001,66.4422,3557600,1.9970466037057504
160,160,160,2018-11-23,67.040001,68.610001,67.040001,68.209999,66.922951,1374300,1.9928163318108245
161,161,161,2018-11-26,68.940002,69.300003,68.389999,69.25,67.943321,2406300,1.9849819350180502
162,162,162,2018-11-27,68.870003,69.519997,68.699997,69.360001,68.051254,2533600,1.9984140571162912
163,163,163,2018-11-28,69.82,71.489998,69.43,71.480003,70.131264,2661300,1.9703413274898716
164,164,164,2018-11-29,71.230003,72.18,71.230003,71.57,70.219551,2625800,1.998742531787062
165,165,165,2018-11-30,71.629997,72.650002,71.339996,72.349998,70.984833,2279500,1.9892191012914748
166,166,166,2018-12-03,73.33000200000002,74.790001,73.190002,74.66999799999998,73.261055,4265200,1.9689299576518007
167,167,167,2018-12-04,74.699997,75.110001,72.629997,72.910004,71.534279,4263800,2.024139266265847
168,168,168,2018-12-06,71.199997,71.93,69.900002,71.910004,70.553139,3505900,2.013906270955012
169,169,169,2018-12-07,71.709999,72.089996,69.650002,70.25,68.924454,2184500,2.023629950177936
170,170,170,2018-12-10,70.43,70.709999,68.57,70.589996,69.258034,2347200,1.9951835101393118
171,171,171,2018-12-11,71.760002,72.440002,70.699997,71.050003,69.709373,2926000,1.99352558788773
172,172,172,2018-12-12,72.16999799999998,73.040001,71.599998,71.75,70.396156,2842900,1.990243944250871
173,173,173,2018-12-13,72.139999,72.68,70.900002,71.139999,69.797668,2200600,2.008574655729191
174,174,174,2018-12-14,70.41999799999998,70.610001,69.129997,69.360001,68.051254,1982700,2.0256631772539913
175,175,175,2018-12-17,69.110001,69.629997,67.400002,67.849998,66.56975600000001,2241700,2.0222550190789983
176,176,176,2018-12-18,68.449997,69.029999,67.389999,67.989998,66.70710799999999,2112000,1.9979408735973192
177,177,177,2018-12-19,68.269997,69.089996,65.809998,66.83000200000001,65.569,2845500,2.0173574138154295
178,178,178,2018-12-20,66.33000200000001,66.459999,64.589996,65.190002,63.959938,3547800,2.02515723193259
179,179,179,2018-12-21,65.220001,66.230003,63.220001,63.290001000000004,62.095783,4683100,2.030020555695678
180,180,180,2018-12-24,62.93,63.630001,62.220001,62.669998,61.48748000000001,1668500,2.009893138978559
181,181,181,2018-12-26,62.93,65.58000200000001,62.759997999999996,65.540001,64.303337,1701800,1.9562099030178532
182,182,182,2018-12-27,64.5,66.5,64.0,66.480003,65.225601,1655000,1.9858603796994414
183,183,183,2018-12-28,66.980003,67.120003,65.709999,65.959999,64.87545,1927700,2.007883626559788
184,184,184,2018-12-31,66.339996,67.480003,66.339996,67.459999,66.35078399999999,1572100,1.9777646009155736
185,185,185,2019-01-02,66.5,66.57,65.300003,65.690002,64.609894,2113300,2.026944693958146
186,186,186,2019-01-03,65.529999,65.779999,62.0,63.27,62.229682999999994,5383900,2.0382488067014384
187,187,187,2019-01-04,64.089996,65.949997,64.089996,65.459999,64.383667,3123700,1.966544469394202
188,188,188,2019-01-07,65.639999,67.43,65.610001,66.849998,65.750809,3235100,1.9792071945910905
189,189,189,2019-01-08,67.589996,68.209999,66.699997,67.83000200000001,66.714699,1578100,1.9855520570381229
190,190,190,2019-01-09,68.199997,69.660004,68.0,69.25,68.111351,2442300,1.9794946137184117
191,191,191,2019-01-10,69.050003,69.949997,68.599998,69.900002,68.750664,1080900,1.9907009730843785
192,192,192,2019-01-11,69.290001,70.410004,68.940002,70.379997,69.222771,1210800,1.9931799514001116
193,193,193,2019-01-14,69.720001,70.290001,69.66999799999999,69.75,68.603134,2182700,2.0090322150537636
194,194,194,2019-01-15,69.949997,70.75,69.620003,70.599998,69.43914000000001,1793100,1.9879603679308886
195,195,195,2019-01-16,70.82,71.129997,69.970001,70.029999,68.87853199999999,1480300,2.008139354678557
196,196,196,2019-01-17,69.760002,71.239998,69.760002,70.82,69.65554,1225800,1.9888449449308105
197,197,197,2019-01-18,71.290001,72.309998,70.849998,71.93,70.747284,1551700,1.9845683303211454
198,198,198,2019-01-22,71.440002,71.480003,70.470001,71.32,70.147316,1972700,2.0085530005608527
199,199,199,2019-01-23,71.949997,72.849998,70.739998,71.650002,70.47189300000002,2050300,1.995394249954103
200,200,200,2019-01-24,71.459999,72.199997,71.389999,72.18,70.993179,1509600,1.9926572734829593
201,201,201,2019-01-25,72.790001,73.730003,72.559998,73.650002,72.439011,2215300,1.980040706584095
202,202,202,2019-01-28,72.760002,73.279999,72.410004,73.269997,72.065247,1729600,2.0051863657098283
203,203,203,2019-01-29,73.699997,74.059998,73.199997,73.559998,72.350471,1684500,1.9960576263202183
204,204,204,2019-01-30,73.739998,75.589996,73.480003,75.440002,74.199577,1679500,1.9750794810424315
205,205,205,2019-01-31,75.209999,76.309998,74.66999799999998,76.050003,74.799545,2951300,1.9919789483768986
206,206,206,2019-02-01,76.160004,76.589996,75.620003,76.040001,74.78971899999998,1343900,2.0001315360319367
207,207,207,2019-02-04,76.18,76.230003,75.32,76.029999,74.779877,2245900,2.0001315533359403
208,208,208,2019-02-05,75.800003,76.510002,75.790001,76.309998,75.055267,1593500,1.9963307691346028
209,209,209,2019-02-06,76.110001,76.690002,76.0,76.300003,75.045433,1504900,2.0001309960630014
210,210,210,2019-02-07,75.720001,76.120003,74.870003,75.33000200000002,74.091385,1660600,2.0128766888921628
211,211,211,2019-02-08,75.07,75.809998,74.760002,75.800003,74.553658,1318100,1.9937994593483068
212,212,212,2019-02-11,76.0,76.389999,75.75,76.08000200000002,74.82905600000002,1018000,1.9963196767529001
213,213,213,2019-02-12,76.800003,77.25,76.43,77.07,75.802773,2045500,1.9871545607888939
214,214,214,2019-02-13,77.370003,77.489998,76.739998,77.25,75.979805,1376400,1.9976699029126213
215,215,215,2019-02-14,77.0,77.279999,76.519997,77.019997,75.753586,1618100,2.00298627640819
216,216,216,2019-02-15,77.629997,78.309998,77.470001,78.300003,77.01255,1919700,1.9836525421333635
217,217,217,2019-02-19,78.0,78.32,77.410004,77.519997,76.245361,2968000,2.0100619972934206
218,218,218,2019-02-20,77.529999,78.800003,77.33000200000002,78.559998,77.26828,2076500,1.9867616977281493
219,219,219,2019-02-21,77.66999799999998,78.58000200000002,76.5,77.889999,76.609291,3570800,2.008601861710128
220,220,220,2019-02-22,78.160004,78.459999,77.83000200000002,78.41999799999998,77.130569,2797700,1.9932415325998865
221,221,221,2019-02-25,78.900002,79.839996,78.849998,79.339996,78.035439,1878000,1.9884043603934638
222,222,222,2019-02-26,79.209999,79.269997,78.41999799999998,78.550003,77.25844599999998,1992600,2.0100571988520484
223,223,223,2019-02-27,78.25,79.550003,78.25,79.41999799999998,78.114136,1254400,1.9890456431388983
224,224,224,2019-02-28,79.18,79.75,78.889999,79.440002,78.133797,1759100,1.9997481873175176
225,225,225,2019-03-01,80.0,81.440002,80.0,81.239998,79.904213,1625900,1.9778434755746794
226,226,226,2019-03-04,81.5,81.760002,79.529999,80.129997,78.812454,3204100,2.0138525027025773
227,227,227,2019-03-05,80.019997,80.029999,79.360001,79.739998,78.428871,1405600,2.0048908829919965
228,228,228,2019-03-06,79.82,79.980003,78.730003,78.75,77.455147,1750500,2.0125714031746034
229,229,229,2019-03-07,78.690002,79.099998,78.010002,78.730003,77.435478,1818100,2.0002539946556337
230,230,230,2019-03-08,78.18,78.239998,77.400002,77.980003,76.697807,1483500,2.0096178503609443
231,231,231,2019-03-11,78.279999,79.470001,78.260002,79.300003,77.996117,1210900,1.9833543511971874
232,232,232,2019-03-12,79.58000200000002,80.129997,79.160004,79.93,78.615746,1532300,1.992118140873264
233,233,233,2019-03-13,80.220001,80.739998,80.019997,80.129997,78.812454,1529100,1.9975040932548644
234,234,234,2019-03-14,80.059998,80.66999799999998,80.059998,80.610001,79.284561,1268500,1.99404535424829
235,235,235,2019-03-15,80.860001,81.43,80.83000200000002,81.099998,79.76651,1999100,1.9939581132911985
236,236,236,2019-03-18,81.099998,81.290001,80.489998,80.970001,79.638641,1617700,2.001605495842837
237,237,237,2019-03-19,81.269997,81.769997,81.029999,81.199997,79.864853,1172600,1.9971675368411652
238,238,238,2019-03-20,81.279999,81.440002,80.25,80.91999799999998,79.589478,1768300,2.003460195340094
239,239,239,2019-03-21,80.550003,82.269997,80.550003,82.0,80.65171099999998,986600,1.9868292439024386
240,240,240,2019-03-22,81.540001,81.68,78.970001,78.989998,77.6912,1435800,2.038106115662897
241,241,241,2019-03-25,79.089996,79.860001,78.660004,79.519997,78.212486,923000,1.9933350223843695
242,242,242,2019-03-26,80.389999,81.040001,80.129997,80.650002,79.32390600000002,1428200,1.9859887790207373
243,243,243,2019-03-27,80.5,80.769997,78.889999,79.0,77.701042,1446100,2.020886101265823
244,244,244,2019-03-28,79.389999,79.790001,78.709999,79.699997,78.38951899999998,1615600,1.9912171013005182
245,245,245,2019-03-29,80.160004,80.66999799999998,79.949997,80.379997,79.05835,1585100,1.991540183809661
246,246,246,2019-04-01,80.959999,81.769997,80.959999,81.559998,80.38295,1522700,1.985532110974304
247,247,247,2019-04-02,81.709999,81.760002,81.029999,81.139999,79.96901700000002,1203000,2.005176226339367
248,248,248,2019-04-03,81.540001,82.019997,81.459999,81.940002,80.75748399999998,2141000,1.9902367222300044
249,249,249,2019-04-04,81.839996,82.050003,80.440002,80.83000200000002,79.663483,2180100,2.0137325247127915
250,250,250,2019-04-05,81.190002,81.91999799999998,81.050003,81.470001,80.29426600000002,1502900,1.992144359983499
251,251,251,2019-04-08,81.57,81.709999,80.58000200000002,81.690002,80.51106999999998,783300,1.9973068797329692
252,252,252,2019-04-09,81.559998,81.720001,81.269997,81.41999799999998,80.24496500000002,1254700,2.0033161877503365
253,253,253,2019-04-10,81.449997,82.239998,81.449997,81.68,80.501228,982900,1.9968168217433884
254,254,254,2019-04-11,81.879997,81.91999799999998,80.889999,81.08000200000002,79.909882,1071500,2.007400073818449
255,255,255,2019-04-12,81.43,82.059998,80.900002,80.980003,79.811325,1249300,2.0012348604136263
256,256,256,2019-04-15,81.0,81.129997,79.910004,80.400002,79.239685,1627300,2.0072139426066182
257,257,257,2019-04-16,80.82,80.959999,77.190002,77.550003,76.430824,3441500,2.036750469242406
258,258,258,2019-04-17,78.150002,78.32,74.459999,75.43,74.34142299999998,4472000,2.028105568076362
259,259,259,2019-04-18,75.730003,76.540001,75.309998,76.16999799999998,75.070747,2874100,1.9902849150659032
260,260,260,2019-04-22,75.93,76.720001,75.129997,75.57,74.479393,2016000,2.0079396321291516
261,261,261,2019-04-23,74.279999,76.800003,73.760002,75.559998,74.469543,4607100,2.0001323716287023
262,262,262,2019-04-24,75.839996,76.629997,75.43,75.790001,74.696228,1942700,1.996965259309074
263,263,263,2019-04-25,75.260002,77.040001,74.940002,76.720001,75.612808,1481400,1.9878779980724974
264,264,264,2019-04-26,76.980003,77.459999,76.300003,77.41999799999998,76.302696,1608900,1.9909584471960338
265,265,265,2019-04-29,77.470001,78.440002,77.32,77.33000200000002,76.214012,2177700,2.001163791512639
266,266,266,2019-04-30,77.440002,78.589996,77.379997,78.5,77.36711899999997,1726200,1.9850955668789814
